project_id,channel,project_name,status,project_path,approved_thumbnail,thumbnail_status
AOS-2026-001,AOSsounds,Trump as Sound Engineer,IN PRODUCTION,PROJECTS/AOS-2026-001_TRUMP_SOUND_ENGINEER/,"ChatGPT Image Jul 21, 2026, 10_18_31 PM.png",APPROVED FINAL
